data,latitude,longitude,temperatura_c,precipitacao_mm,umidade_pct,radiacao_mj_m2,vento_kmh,std_temperatura_c,std_precipitacao_mm,std_umidade_pct,std_radiacao_mj_m2,std_vento_kmh
2027-02-14,-23.7,-46.5,21.1,5.298,86.136,19.208,13.307,1.266,5.404,4.917,4.239,2.434
2027-02-14,-23.7,-46.4,21.285,4.421,84.96,19.951,13.151,1.359,4.873,4.958,3.958,2.059
2027-02-14,-23.6,-46.8,21.48,3.804,84.172,20.113,12.693,1.336,4.44,4.975,4.06,1.857
2027-02-14,-23.6,-46.4,20.176,2.884,83.109,20.585,12.997,1.95,4.488,3.593,3.917,2.832
2027-02-14,-23.6,-46.3,20.205,2.815,82.953,20.783,12.738,1.858,4.553,3.429,3.923,2.842
2027-02-14,-23.5,-46.8,21.23,5.517,85.875,19.11,12.976,1.197,5.531,4.666,4.084,2.416
2027-02-14,-23.5,-46.7,20.421,3.415,82.969,20.37,12.872,1.899,4.982,3.846,4.504,3.084
2027-02-14,-23.5,-46.6,21.431,4.013,84.245,20.018,12.768,1.363,4.784,4.967,4.162,2.017
2027-02-14,-23.5,-46.4,21.134,5.974,86.314,18.607,13.086,1.232,6.266,4.925,4.434,2.423
2027-02-14,-23.5,-46.3,21.077,6.201,86.36,18.559,12.989,1.296,6.309,4.93,4.471,2.404
2027-02-14,-23.4,-46.8,19.993,12.227,89.652,13.875,13.596,1.251,7.788,4.5,4.385,3.517
2027-02-14,-23.4,-46.7,20.005,12.185,89.642,13.854,13.574,1.247,7.787,4.492,4.362,3.515
2027-02-14,-23.4,-46.6,20.126,11.753,89.588,14.207,12.977,1.217,7.715,5.043,4.8,3.021
2027-02-14,-23.4,-46.5,21.161,4.999,85.425,19.243,13.192,1.3,5.601,5.04,4.194,2.391
2027-02-14,-23.4,-46.4,19.941,13.065,89.945,13.881,13.491,1.269,8.127,4.609,4.415,3.581
2027-02-15,-23.8,-46.8,20.311,2.93,82.927,20.571,13.326,1.934,4.305,3.385,3.736,3.111
2027-02-15,-23.8,-46.7,20.892,6.42,88.089,17.56,12.875,1.231,5.725,4.111,4.132,2.349
2027-02-15,-23.8,-46.6,20.317,3.259,83.054,20.56,13.184,1.903,4.722,3.396,4.025,3.194
2027-02-15,-23.8,-46.5,20.942,6.574,88.492,17.535,12.823,1.122,5.951,4.056,4.09,2.366
2027-02-15,-23.7,-46.8,20.235,12.503,89.166,14.515,15.691,1.281,8.749,4.172,3.923,3.578
2027-02-15,-23.7,-46.5,20.937,6.464,88.446,17.542,12.858,1.139,5.894,4.027,4.09,2.318
2027-02-15,-23.7,-46.4,21.054,7.188,87.817,18.157,13.138,1.167,6.181,4.488,4.393,2.566
2027-02-15,-23.6,-46.8,21.241,5.403,86.114,18.835,13.181,1.153,5.433,4.81,4.192,2.499
2027-02-15,-23.6,-46.4,21.469,3.83,84.421,20.442,12.86,1.327,4.621,4.772,4.241,2.033
2027-02-15,-23.6,-46.3,21.508,3.901,84.325,20.158,12.699,1.316,4.451,4.907,3.962,1.87
2027-02-15,-23.5,-46.8,20.767,7.523,88.076,16.449,12.6,1.201,6.87,4.445,4.433,2.51
2027-02-15,-23.5,-46.7,21.233,4.846,85.412,19.301,13.081,1.225,5.501,4.821,3.932,2.243
2027-02-15,-23.5,-46.6,21.175,6.2,86.531,18.553,13.155,1.2,6.023,4.861,4.488,2.503
2027-02-15,-23.5,-46.4,20.299,11.521,89.55,14.191,13.084,1.193,7.784,4.877,4.942,2.895
2027-02-15,-23.5,-46.3,20.268,11.193,89.534,14.095,13.186,1.197,7.543,5.04,5.141,2.677
2027-02-15,-23.4,-46.8,20.215,14.169,89.275,14.276,15.476,1.224,9.088,4.25,3.818,3.757
2027-02-15,-23.4,-46.7,20.221,14.156,89.253,14.272,15.476,1.227,9.103,4.267,3.812,3.757
2027-02-15,-23.4,-46.6,20.19,14.843,89.666,14.318,15.562,1.219,9.585,4.281,3.928,3.73
2027-02-15,-23.4,-46.5,20.972,7.057,87.99,17.506,12.561,1.136,6.602,4.298,4.144,2.41
2027-02-15,-23.4,-46.4,20.226,14.621,89.466,14.348,15.501,1.215,9.402,4.221,3.874,3.694
2027-02-16,-23.8,-46.8,21.401,4.041,84.57,20.284,12.928,1.346,4.658,5.109,4.034,1.964
2027-02-16,-23.8,-46.7,20.199,9.992,89.358,14.584,13.715,1.241,7.098,4.537,4.92,3.124
2027-02-16,-23.8,-46.6,21.166,5.161,86.018,19.342,13.404,1.248,5.444,5.033,4.0,2.309
2027-02-16,-23.8,-46.5,20.138,10.995,89.931,14.47,13.717,1.244,7.514,4.623,5.014,3.166
2027-02-16,-23.7,-46.8,20.12,11.727,88.926,14.549,15.794,1.296,8.92,4.657,4.115,3.604
2027-02-16,-23.7,-46.5,20.144,10.982,89.97,14.418,13.615,1.248,7.479,4.6,5.006,3.154
2027-02-16,-23.7,-46.4,20.202,12.027,90.679,13.648,13.351,1.232,7.533,4.427,5.081,2.918
2027-02-16,-23.6,-46.8,20.712,7.28,87.975,16.345,13.139,1.224,6.758,4.622,4.777,2.511
2027-02-16,-23.6,-46.4,21.229,5.596,86.401,18.835,13.235,1.18,5.871,5.002,4.275,2.352
2027-02-16,-23.6,-46.3,21.228,5.789,86.445,18.721,13.23,1.173,5.951,4.903,4.395,2.498
2027-02-16,-23.5,-46.8,20.086,11.44,89.613,14.087,13.348,1.254,7.867,4.693,4.78,3.195
2027-02-16,-23.5,-46.7,21.041,6.438,87.649,17.651,12.532,1.129,6.398,4.364,4.059,2.311
2027-02-16,-23.5,-46.6,20.209,11.657,90.094,13.733,13.141,1.253,7.641,4.948,5.086,2.731
2027-02-16,-23.5,-46.4,20.202,14.628,89.683,14.108,15.158,1.266,9.285,4.265,3.85,3.629
2027-02-16,-23.5,-46.3,20.186,14.731,89.767,14.062,15.164,1.244,9.235,4.255,3.856,3.518
2027-02-16,-23.4,-46.8,19.739,14.595,89.349,13.759,15.358,1.615,9.17,4.316,4.246,3.71
2027-02-16,-23.4,-46.7,19.731,14.773,89.383,13.759,15.401,1.632,9.463,4.33,4.246,3.684
2027-02-16,-23.4,-46.6,20.003,13.086,88.839,14.802,15.392,1.271,9.452,4.69,4.214,3.601
2027-02-16,-23.4,-46.5,20.192,12.017,89.913,14.215,13.362,1.266,7.739,4.663,4.856,3.322
2027-02-16,-23.4,-46.4,20.085,13.837,89.204,14.445,15.642,1.272,9.22,4.366,4.073,3.751
2027-02-17,-23.8,-46.8,21.168,5.895,87.001,18.586,13.348,1.1,5.727,4.546,4.182,2.521
2027-02-17,-23.8,-46.7,20.16,13.496,89.847,13.906,15.921,1.282,9.283,4.467,4.037,3.706
2027-02-17,-23.8,-46.6,21.006,6.537,88.795,17.433,12.776,1.071,6.012,3.522,4.062,2.266
2027-02-17,-23.8,-46.5,20.109,14.372,90.248,13.911,16.081,1.267,9.626,4.504,4.063,3.685
2027-02-17,-23.7,-46.8,19.939,10.059,88.584,14.895,15.235,1.4,8.283,4.744,4.389,3.654
2027-02-17,-23.7,-46.5,20.179,13.606,89.821,14.184,15.774,1.271,9.266,4.297,3.956,3.615
2027-02-17,-23.7,-46.4,20.232,13.553,89.822,14.29,15.411,1.267,8.95,3.971,3.764,3.489
2027-02-17,-23.6,-46.8,20.154,11.156,89.844,13.918,13.815,1.252,7.205,4.246,4.543,3.061
2027-02-17,-23.6,-46.4,20.712,7.911,88.741,16.147,13.165,1.203,7.076,4.081,4.748,2.57
2027-02-17,-23.6,-46.3,20.402,11.278,89.912,14.013,13.153,1.208,7.629,4.428,4.853,2.724
2027-02-17,-23.5,-46.8,20.168,13.76,89.358,14.126,15.661,1.298,9.045,4.307,3.833,3.756
2027-02-17,-23.5,-46.7,20.289,11.064,89.584,14.298,13.366,1.271,7.573,4.204,4.731,3.136
2027-02-17,-23.5,-46.6,20.201,14.596,89.662,14.071,15.196,1.286,9.253,4.083,3.751,3.619
2027-02-17,-23.5,-46.4,20.205,14.156,89.525,14.18,15.658,1.251,9.523,4.443,4.008,3.614
2027-02-17,-23.5,-46.3,20.195,14.329,89.533,14.193,15.755,1.257,9.551,4.468,3.986,3.668
2027-02-17,-23.4,-46.8,20.231,2.477,82.826,20.841,13.055,1.86,3.901,3.505,3.631,2.866
2027-02-17,-23.4,-46.7,20.231,2.477,82.826,20.841,13.055,1.86,3.901,3.505,3.631,2.866
2027-02-17,-23.4,-46.6,19.891,12.431,89.758,14.142,13.695,1.18,8.503,4.536,4.269,3.781
2027-02-17,-23.4,-46.5,20.115,15.279,89.963,13.983,15.54,1.249,9.71,4.32,3.981,3.731
2027-02-17,-23.4,-46.4,19.875,13.18,89.034,14.391,14.994,1.443,9.292,4.299,4.228,3.68
2027-02-18,-23.8,-46.8,20.392,10.521,90.174,13.773,13.466,1.161,7.232,3.962,4.73,2.83
2027-02-18,-23.8,-46.7,20.025,10.918,88.687,14.796,15.667,1.358,8.434,4.478,4.063,3.526
2027-02-18,-23.8,-46.6,20.223,11.182,89.922,14.607,13.887,1.271,7.913,4.338,4.83,3.276
2027-02-18,-23.8,-46.5,19.985,11.118,88.584,15.078,15.679,1.287,8.976,4.763,4.25,3.375
2027-02-18,-23.7,-46.8,19.857,11.425,89.806,13.891,14.16,1.415,8.08,4.317,4.424,3.655
2027-02-18,-23.7,-46.5,20.0,11.148,88.742,15.025,15.611,1.26,8.953,4.738,4.227,3.337
2027-02-18,-23.7,-46.4,20.181,13.163,89.756,14.219,16.071,1.249,9.224,4.426,4.027,3.432
2027-02-18,-23.6,-46.8,20.202,13.482,89.653,14.004,15.508,1.279,8.922,4.231,3.797,3.544
2027-02-18,-23.6,-46.4,20.024,13.179,90.58,13.574,13.979,1.272,8.293,4.14,4.28,3.558
2027-02-18,-23.6,-46.3,20.259,14.007,89.779,14.105,15.373,1.258,9.353,4.173,3.79,3.601
2027-02-18,-23.5,-46.8,20.017,11.067,88.122,14.983,15.1,1.308,8.523,4.655,4.182,3.592
2027-02-18,-23.5,-46.7,20.128,14.501,89.807,13.869,15.732,1.271,9.498,4.471,4.039,3.695
2027-02-18,-23.5,-46.6,20.193,14.318,89.665,14.1,15.792,1.234,9.529,4.471,4.029,3.653
2027-02-18,-23.5,-46.4,20.131,13.406,89.189,14.388,15.858,1.27,9.262,4.502,4.037,3.575
2027-02-18,-23.5,-46.3,20.098,13.104,89.082,14.433,15.888,1.283,9.444,4.619,4.098,3.593
2027-02-18,-23.4,-46.8,21.443,3.823,83.882,20.244,12.686,1.32,4.551,4.966,4.048,2.008
2027-02-18,-23.4,-46.7,21.443,3.823,83.882,20.244,12.686,1.32,4.551,4.966,4.048,2.008
2027-02-18,-23.4,-46.6,20.33,3.038,82.899,20.634,13.425,1.831,4.422,3.352,3.836,3.213
2027-02-18,-23.4,-46.5,19.999,13.906,89.355,14.334,15.65,1.245,9.407,4.48,4.11,3.741
2027-02-18,-23.4,-46.4,20.19,3.436,82.331,19.968,14.723,2.15,4.475,3.176,3.399,3.293
2027-02-19,-23.8,-46.8,20.204,13.244,89.772,13.969,15.911,1.274,8.965,4.333,3.771,3.688
2027-02-19,-23.8,-46.7,19.912,10.47,89.41,14.441,14.695,1.296,8.008,4.649,4.456,3.644
2027-02-19,-23.8,-46.6,20.316,3.306,83.428,20.213,12.99,1.935,4.474,3.703,4.47,2.99
2027-02-19,-23.8,-46.5,19.901,11.118,89.788,14.454,14.319,1.283,8.08,4.721,4.438,3.721
2027-02-19,-23.7,-46.8,20.419,4.365,83.545,20.182,13.979,1.338,5.357,2.663,4.219,3.935
2027-02-19,-23.7,-46.5,19.92,11.247,89.812,14.442,14.343,1.269,8.14,4.695,4.412,3.714
2027-02-19,-23.7,-46.4,20.032,11.917,89.073,14.73,16.014,1.283,9.149,4.6,4.203,3.334
2027-02-19,-23.6,-46.8,20.129,12.774,89.662,13.942,15.974,1.284,8.753,4.401,3.949,3.564
2027-02-19,-23.6,-46.4,20.17,14.413,90.157,13.955,15.845,1.263,9.496,4.232,3.858,3.562
2027-02-19,-23.6,-46.3,20.194,13.494,89.861,14.072,15.935,1.244,9.219,4.225,3.958,3.462
2027-02-19,-23.5,-46.8,19.975,11.866,89.711,14.064,14.049,1.265,8.141,4.601,4.454,3.667
2027-02-19,-23.5,-46.7,19.994,12.389,88.76,14.539,15.704,1.345,9.087,4.673,4.153,3.708
2027-02-19,-23.5,-46.6,20.042,12.915,88.901,14.581,15.939,1.309,9.355,4.621,4.148,3.59
2027-02-19,-23.5,-46.4,20.123,12.947,89.083,14.454,15.769,1.298,9.246,4.444,4.021,3.549
2027-02-19,-23.5,-46.3,20.117,12.908,89.1,14.439,15.75,1.299,9.274,4.515,4.088,3.559
2027-02-19,-23.4,-46.8,21.169,5.824,86.555,18.606,13.236,1.09,6.11,4.601,4.165,2.477
2027-02-19,-23.4,-46.7,21.148,5.941,86.696,18.446,13.239,1.102,6.115,4.611,4.292,2.479
2027-02-19,-23.4,-46.6,21.217,4.504,85.021,19.62,13.31,1.201,5.209,4.559,3.664,2.231
2027-02-19,-23.4,-46.5,19.982,13.111,88.962,14.627,15.688,1.3,9.418,4.563,4.183,3.649
2027-02-19,-23.4,-46.4,20.454,2.505,82.383,20.66,13.691,1.992,3.699,4.066,4.458,2.954
2027-02-20,-23.8,-46.8,20.041,11.429,89.043,14.32,15.847,1.338,8.619,4.642,4.1,3.558
2027-02-20,-23.8,-46.7,20.25,2.808,83.075,20.503,13.292,1.939,4.097,3.468,3.883,3.025
2027-02-20,-23.8,-46.6,21.074,5.743,86.125,18.97,13.3,1.415,7.192,4.523,4.36,2.439
2027-02-20,-23.8,-46.5,20.158,12.805,89.703,14.254,15.853,1.283,9.204,4.436,3.971,3.663
2027-02-20,-23.7,-46.8,20.996,5.461,86.69,18.534,13.508,1.102,5.775,4.506,4.182,2.577
2027-02-20,-23.7,-46.5,20.207,2.943,83.242,20.485,13.392,1.936,4.22,3.432,3.932,3.057
2027-02-20,-23.7,-46.4,19.91,11.419,89.624,14.355,14.572,1.264,8.369,4.824,4.49,3.684
2027-02-20,-23.6,-46.8,20.052,12.029,89.197,14.255,15.888,1.338,8.952,4.663,4.147,3.498
2027-02-20,-23.6,-46.4,20.081,12.526,89.266,14.37,15.934,1.29,9.242,4.545,4.088,3.537
2027-02-20,-23.6,-46.3,20.085,12.389,89.174,14.44,15.801,1.311,9.296,4.456,4.066,3.434
2027-02-20,-23.5,-46.8,20.271,3.247,83.179,20.204,13.453,1.929,4.607,3.544,4.068,3.087
2027-02-20,-23.5,-46.7,19.976,12.558,89.087,14.284,15.857,1.348,9.508,4.908,4.295,3.656
2027-02-20,-23.5,-46.6,19.945,13.633,89.4,13.976,15.783,1.412,9.68,4.687,4.232,3.747
2027-02-20,-23.5,-46.4,20.41,2.832,82.877,20.46,13.278,1.841,4.099,3.49,3.793,3.08
2027-02-20,-23.5,-46.3,20.008,11.19,88.307,15.037,15.063,1.205,8.875,4.8,4.214,3.591
2027-02-20,-23.4,-46.8,20.361,11.016,89.965,13.808,13.146,1.156,7.523,4.279,4.651,3.094
2027-02-20,-23.4,-46.7,20.335,11.019,90.025,13.691,13.188,1.149,7.493,4.287,4.685,3.087
2027-02-20,-23.4,-46.6,21.039,6.528,87.83,17.563,12.994,1.106,6.641,4.317,4.319,2.647
2027-02-20,-23.4,-46.5,19.876,12.573,89.498,14.427,14.585,1.219,8.91,4.852,4.443,3.815
2027-02-20,-23.4,-46.4,21.565,3.195,83.326,20.633,12.819,1.323,4.177,5.173,4.215,2.157
2027-02-21,-23.8,-46.8,19.975,11.193,89.013,14.364,15.771,1.445,8.683,4.632,4.246,3.523
2027-02-21,-23.8,-46.7,21.138,4.061,84.985,19.88,12.916,1.397,5.955,4.592,4.531,2.179
2027-02-21,-23.8,-46.6,20.778,8.066,89.06,16.189,12.978,1.183,6.697,3.842,4.475,2.689
2027-02-21,-23.8,-46.5,19.977,9.922,88.535,15.022,15.227,1.202,8.442,4.702,4.188,3.582
2027-02-21,-23.7,-46.8,20.322,9.991,90.047,13.816,13.06,1.041,6.751,4.317,4.749,3.157
2027-02-21,-23.7,-46.5,20.908,2.853,83.97,20.821,12.473,1.553,4.281,4.346,5.022,2.437
2027-02-21,-23.7,-46.4,20.192,11.17,89.284,14.512,15.223,1.169,8.396,4.351,3.93,3.78
2027-02-21,-23.6,-46.8,19.902,9.78,88.099,15.051,15.151,1.342,8.215,4.851,4.412,3.46
2027-02-21,-23.6,-46.4,20.094,12.507,89.239,14.396,15.769,1.337,9.277,4.461,4.127,3.495
2027-02-21,-23.6,-46.3,20.42,2.869,83.472,20.409,12.962,1.833,4.162,3.554,4.003,3.001
2027-02-21,-23.5,-46.8,20.694,2.178,82.968,21.104,12.715,1.579,3.39,3.797,4.204,2.946
2027-02-21,-23.5,-46.7,19.985,11.815,88.575,14.596,15.696,1.397,9.195,4.765,4.243,3.583
2027-02-21,-23.5,-46.6,20.531,3.004,83.256,20.215,13.183,1.742,4.37,3.537,3.95,3.1
2027-02-21,-23.5,-46.4,21.376,3.507,84.186,20.239,12.966,1.246,4.881,4.861,4.1,2.183
2027-02-21,-23.5,-46.3,19.936,11.522,89.288,14.578,13.78,1.222,8.286,4.925,4.612,3.627
2027-02-21,-23.4,-46.8,20.058,15.095,90.016,13.626,15.611,1.276,9.32,4.464,3.807,3.883
2027-02-21,-23.4,-46.7,20.035,15.082,90.017,13.66,15.61,1.296,9.356,4.507,3.88,3.813
2027-02-21,-23.4,-46.6,20.136,12.625,90.403,13.842,13.427,1.215,7.704,4.515,4.496,3.529
2027-02-21,-23.4,-46.5,20.602,2.649,83.015,20.669,12.911,1.629,3.894,3.386,3.917,3.106
2027-02-21,-23.4,-46.4,21.295,4.865,85.549,18.935,13.231,1.075,5.672,4.607,4.072,2.337
2027-02-22,-23.8,-46.8,19.755,12.587,89.213,13.781,15.515,1.704,8.992,4.341,4.313,3.607
2027-02-22,-23.8,-46.7,21.045,6.672,87.439,18.152,13.474,1.013,6.411,4.219,4.228,2.72
2027-02-22,-23.8,-46.6,19.984,12.468,90.197,13.8,14.352,1.247,8.013,4.384,4.473,3.387
2027-02-22,-23.8,-46.5,20.485,4.1,83.932,19.775,14.01,1.244,5.25,2.978,4.294,4.13
2027-02-22,-23.7,-46.8,19.873,12.014,89.289,13.944,15.079,1.591,8.617,4.042,4.12,3.721
2027-02-22,-23.7,-46.5,21.34,4.562,85.38,19.261,12.898,1.18,6.065,4.448,4.092,2.583
2027-02-22,-23.7,-46.4,20.096,10.91,88.875,15.093,15.334,1.261,9.026,4.579,4.272,3.541
2027-02-22,-23.6,-46.8,19.985,10.185,89.158,14.442,14.1,1.224,7.517,4.718,4.54,3.531
2027-02-22,-23.6,-46.4,20.468,2.873,83.508,20.279,13.032,1.773,4.111,3.562,4.041,3.001
2027-02-22,-23.6,-46.3,21.326,4.223,84.915,19.336,13.024,1.128,5.202,4.532,3.641,2.479
2027-02-22,-23.5,-46.8,21.354,3.813,83.981,19.406,12.657,1.248,4.643,5.137,3.926,2.594
2027-02-22,-23.5,-46.7,19.973,10.785,88.341,14.909,15.207,1.263,8.969,5.129,4.351,3.732
2027-02-22,-23.5,-46.6,21.217,4.298,84.785,19.599,13.12,1.179,5.357,4.515,4.075,2.451
2027-02-22,-23.5,-46.4,21.157,5.026,85.814,18.768,13.408,1.129,5.763,4.786,4.293,2.439
2027-02-22,-23.5,-46.3,20.487,3.818,83.697,20.127,13.748,1.186,4.93,2.724,4.126,4.066
2027-02-22,-23.4,-46.8,19.976,13.227,89.175,14.149,15.819,1.319,9.215,4.653,4.082,3.714
2027-02-22,-23.4,-46.7,20.016,12.854,88.863,14.439,15.805,1.35,9.236,4.632,4.103,3.775
2027-02-22,-23.4,-46.6,20.074,15.382,90.066,13.749,15.565,1.223,9.373,4.457,3.786,3.78
2027-02-22,-23.4,-46.5,21.292,3.841,84.22,19.74,12.939,1.294,5.402,5.04,4.478,2.449
2027-02-22,-23.4,-46.4,20.726,8.509,88.934,15.774,12.918,1.137,7.485,4.21,4.599,2.526
2027-02-23,-23.8,-46.8,21.28,4.801,82.286,18.701,16.116,1.955,5.193,3.6,3.488,3.255
2027-02-23,-23.8,-46.7,20.31,10.506,90.23,13.601,13.659,1.131,7.343,4.262,4.93,3.0
2027-02-23,-23.8,-46.6,20.207,13.27,89.774,14.175,15.751,1.275,9.319,4.291,3.969,3.709
2027-02-23,-23.8,-46.5,20.441,2.928,83.046,19.982,13.942,1.865,4.597,3.925,4.61,3.467
2027-02-23,-23.7,-46.8,21.466,5.459,82.133,18.493,16.312,1.832,5.603,3.513,3.403,3.226
2027-02-23,-23.7,-46.5,21.035,6.757,88.246,17.48,13.009,1.075,6.935,4.003,4.251,2.517
2027-02-23,-23.7,-46.4,19.994,10.012,89.267,14.934,13.695,1.197,7.782,4.799,4.487,3.642
2027-02-23,-23.6,-46.8,20.525,3.837,83.675,20.316,13.621,1.131,4.942,2.701,4.258,4.095
2027-02-23,-23.6,-46.4,21.309,3.877,84.825,19.555,12.989,1.078,4.797,4.625,3.765,2.611
2027-02-23,-23.6,-46.3,21.012,6.835,88.159,17.373,13.063,1.075,7.048,4.272,4.407,2.588
2027-02-23,-23.5,-46.8,21.122,6.167,87.332,17.588,12.884,1.071,6.679,4.44,4.339,2.443
2027-02-23,-23.5,-46.7,20.522,4.085,83.664,19.992,13.824,1.215,5.406,2.935,4.197,3.993
2027-02-23,-23.5,-46.6,21.004,6.697,87.775,17.538,13.031,1.083,6.82,4.362,4.347,2.675
2027-02-23,-23.5,-46.4,20.655,8.497,88.887,15.934,13.053,1.116,7.81,4.477,4.79,2.698
2027-02-23,-23.5,-46.3,20.537,2.818,83.17,20.332,13.427,1.709,4.664,3.894,4.559,3.546
2027-02-23,-23.4,-46.8,19.991,12.509,88.786,14.481,15.657,1.359,9.173,4.599,4.106,3.683
2027-02-23,-23.4,-46.7,20.413,2.934,83.372,20.137,13.125,1.827,4.281,3.695,4.201,3.049
2027-02-23,-23.4,-46.6,20.001,13.471,89.16,14.462,15.885,1.278,9.594,4.63,4.177,3.832
2027-02-23,-23.4,-46.5,21.005,6.893,87.606,17.507,13.03,1.108,7.043,4.591,4.386,2.783
2027-02-23,-23.4,-46.4,19.928,13.776,90.563,13.329,13.85,1.237,8.051,4.376,4.165,3.461
2027-02-24,-23.8,-46.8,21.801,3.565,80.977,18.888,16.765,1.832,4.468,3.378,3.692,3.831
2027-02-24,-23.8,-46.7,20.171,12.555,89.476,14.098,15.771,1.274,9.036,4.474,3.938,3.704
2027-02-24,-23.8,-46.6,20.435,3.06,83.548,20.404,13.098,1.808,4.322,3.334,4.016,3.018
2027-02-24,-23.8,-46.5,20.872,2.852,83.818,20.546,12.762,1.557,4.131,4.632,4.903,2.802
2027-02-24,-23.7,-46.8,21.83,3.736,81.104,18.704,16.665,1.792,4.74,3.618,3.834,3.795
2027-02-24,-23.7,-46.5,20.199,11.444,90.217,14.063,13.922,1.199,7.826,4.529,4.804,3.417
2027-02-24,-23.7,-46.4,20.446,3.935,83.847,19.834,14.017,1.29,4.904,2.935,4.232,4.103
2027-02-24,-23.6,-46.8,20.612,3.465,83.532,20.085,14.074,1.383,4.953,3.364,4.484,4.32
2027-02-24,-23.6,-46.4,21.005,6.767,87.887,17.432,13.195,1.087,6.97,4.326,4.39,2.759
2027-02-24,-23.6,-46.3,20.164,12.492,90.428,13.864,13.673,1.128,7.811,4.442,4.496,3.586
2027-02-24,-23.5,-46.8,20.277,11.55,89.739,13.85,13.608,1.182,7.791,4.356,4.554,3.28
2027-02-24,-23.5,-46.7,20.506,2.676,83.099,20.425,13.498,1.707,4.442,3.769,4.427,3.562
2027-02-24,-23.5,-46.6,20.176,12.284,90.155,13.993,13.56,1.129,7.957,4.643,4.584,3.664
2027-02-24,-23.5,-46.4,19.943,14.041,90.831,13.138,13.912,1.155,8.311,4.404,4.106,3.746
2027-02-24,-23.5,-46.3,21.058,2.975,83.6,20.377,12.675,1.531,4.289,4.76,4.982,2.821
2027-02-24,-23.4,-46.8,20.41,2.961,83.446,20.088,13.1,1.826,4.29,3.723,4.272,3.059
2027-02-24,-23.4,-46.7,20.899,3.102,83.744,20.445,12.552,1.514,4.521,4.558,4.996,2.647
2027-02-24,-23.4,-46.6,20.454,2.78,83.267,20.36,13.039,1.777,4.104,3.495,4.029,3.009
2027-02-24,-23.4,-46.5,20.17,12.216,90.212,13.987,13.533,1.107,8.015,4.697,4.652,3.64
2027-02-24,-23.4,-46.4,20.136,14.747,89.989,13.89,15.201,1.217,9.334,4.322,3.737,3.648
2027-02-25,-23.8,-46.8,21.824,3.392,80.857,18.934,16.714,1.895,4.118,3.648,3.92,3.871
2027-02-25,-23.8,-46.7,20.095,11.289,88.916,14.339,15.839,1.35,8.621,4.561,4.045,3.56
2027-02-25,-23.8,-46.6,20.533,2.631,83.431,20.843,12.667,1.647,3.999,4.05,4.54,2.763
2027-02-25,-23.8,-46.5,21.337,4.22,85.258,19.216,12.866,0.991,5.049,4.379,3.768,2.718
2027-02-25,-23.7,-46.8,21.83,3.38,81.083,19.182,16.469,1.855,4.226,3.672,4.231,3.796
2027-02-25,-23.7,-46.5,20.321,3.787,83.838,19.699,13.167,1.9,5.286,3.966,4.654,3.109
2027-02-25,-23.7,-46.4,20.344,2.88,82.952,20.064,13.883,1.856,4.618,3.939,4.598,3.459
2027-02-25,-23.6,-46.8,20.983,5.384,86.065,18.395,13.33,1.327,6.083,4.482,4.524,2.536
2027-02-25,-23.6,-46.4,20.165,12.002,90.274,13.959,13.498,1.173,7.638,4.606,4.663,3.562
2027-02-25,-23.6,-46.3,20.114,13.767,89.707,14.048,15.555,1.192,9.399,4.525,3.929,3.676
2027-02-25,-23.5,-46.8,20.193,13.907,89.355,14.012,15.57,1.258,9.243,4.574,3.919,3.829
2027-02-25,-23.5,-46.7,21.118,2.412,83.046,20.988,12.845,1.506,3.442,4.475,4.343,2.811
2027-02-25,-23.5,-46.6,20.153,14.785,89.779,13.833,15.741,1.188,9.62,4.585,3.886,3.755
2027-02-25,-23.5,-46.4,20.052,13.82,89.869,13.965,15.413,1.246,9.592,4.471,3.989,3.674
2027-02-25,-23.5,-46.3,21.282,4.613,85.238,19.189,12.941,1.043,5.57,4.301,4.062,2.508
2027-02-25,-23.4,-46.8,20.826,2.657,83.299,20.885,12.577,1.555,4.017,4.101,4.543,2.759
2027-02-25,-23.4,-46.7,21.2,5.075,85.751,18.776,13.115,1.083,5.872,4.494,4.136,2.511
2027-02-25,-23.4,-46.6,21.007,3.393,83.952,20.125,12.536,1.485,4.732,4.649,5.196,2.593
2027-02-25,-23.4,-46.5,20.16,14.886,89.824,13.965,15.707,1.191,9.654,4.486,3.841,3.835
2027-02-25,-23.4,-46.4,20.099,14.31,89.628,14.025,15.585,1.253,9.614,4.595,3.976,3.64
2027-02-26,-23.8,-46.8,20.673,3.218,83.555,19.479,13.395,1.739,4.239,4.369,4.931,3.716
2027-02-26,-23.8,-46.7,20.043,11.796,89.243,14.261,16.705,1.321,9.347,4.83,4.202,3.549
2027-02-26,-23.8,-46.6,21.085,2.979,83.835,20.409,12.676,1.445,4.054,4.337,4.566,2.848
2027-02-26,-23.8,-46.5,21.05,6.848,88.286,17.296,13.111,1.108,6.869,4.064,4.419,2.791
2027-02-26,-23.7,-46.8,21.864,3.226,80.888,19.732,15.713,1.859,4.128,4.279,4.656,3.771
2027-02-26,-23.7,-46.5,21.061,6.735,87.806,17.425,13.055,1.16,6.688,4.136,4.465,2.803
2027-02-26,-23.7,-46.4,20.806,2.944,83.787,20.296,12.85,1.586,4.136,4.541,4.899,2.969
2027-02-26,-23.6,-46.8,20.326,9.929,89.812,13.879,13.853,1.108,7.427,4.442,5.077,3.154
