data,latitude,longitude,temperatura_c,precipitacao_mm,umidade_pct,radiacao_mj_m2,vento_kmh,variaveis_reais
2025-11-29,-23.5,-46.8,24.0,0.1,54.0,30.16,14.8,5
2025-11-30,-23.5,-46.8,25.0,0.0,53.0,28.89,13.2,5
2025-12-01,-23.5,-46.8,24.1,0.1,67.0,21.8,13.7,5
2025-12-02,-23.5,-46.8,22.8,21.1,77.0,14.7,15.6,5
2025-12-03,-23.5,-46.8,22.9,2.5,73.0,21.93,16.3,5
2025-12-04,-23.5,-46.8,20.4,0.2,75.0,20.56,17.8,5
2025-12-05,-23.5,-46.8,21.3,0.6,69.0,25.32,18.1,5
2025-12-06,-23.5,-46.8,23.8,0.4,65.0,25.53,13.8,5
2025-12-07,-23.5,-46.8,25.1,0.1,64.0,23.32,11.1,5
2025-12-08,-23.5,-46.8,22.8,18.8,79.0,14.01,11.2,5
2025-12-09,-23.5,-46.8,20.2,19.6,91.0,6.46,27.3,5
2025-12-10,-23.5,-46.8,22.5,3.2,71.0,24.0,38.9,5
2025-12-11,-23.5,-46.8,23.1,0.0,59.0,29.32,22.7,5
2025-12-12,-23.5,-46.8,22.2,2.0,70.0,16.3,18.7,5
2025-12-13,-23.5,-46.8,21.1,31.3,87.0,14.58,21.2,5
2025-12-14,-23.5,-46.8,21.9,7.1,85.0,12.07,18.9,5
2025-12-15,-23.5,-46.8,23.9,2.4,79.0,22.29,15.5,5
2025-12-16,-23.5,-46.8,23.0,5.4,84.0,19.48,19.0,5
2025-12-17,-23.5,-46.8,17.2,7.2,84.0,8.64,23.8,5
2025-12-18,-23.5,-46.8,18.6,0.0,81.0,12.93,13.7,5
2025-12-19,-23.5,-46.8,20.6,0.3,83.0,12.55,15.3,5
2025-12-20,-23.5,-46.8,21.8,0.5,78.0,23.01,15.1,5
2025-12-21,-23.5,-46.8,24.8,0.3,61.0,28.08,17.0,5
2025-12-22,-23.5,-46.8,26.4,0.2,52.0,28.26,11.6,5
2025-12-23,-23.5,-46.8,27.6,0.5,49.0,26.62,14.0,5
2025-12-24,-23.5,-46.8,27.8,0.0,51.0,26.97,8.7,5
2025-12-25,-23.5,-46.8,28.9,0.5,48.0,27.22,8.8,5
2025-12-26,-23.5,-46.8,28.0,2.6,55.0,23.72,11.4,5
2025-12-27,-23.5,-46.8,27.4,0.1,64.0,25.48,8.1,5
2025-12-28,-23.5,-46.8,27.2,15.1,66.0,27.27,10.4,5
2025-12-29,-23.5,-46.8,26.6,4.3,67.0,23.85,11.9,5
2025-12-30,-23.5,-46.8,26.0,7.0,71.0,25.35,11.0,5
2025-12-31,-23.5,-46.8,24.2,7.3,78.0,21.11,14.2,5
2026-01-01,-23.5,-46.8,24.3,0.7,75.0,20.8,20.2,5
2026-01-02,-23.5,-46.8,22.9,14.0,82.0,16.87,19.5,5
2026-01-03,-23.5,-46.8,24.0,2.1,76.0,22.01,17.3,5
2026-01-04,-23.5,-46.8,21.1,0.8,79.0,17.62,16.6,5
2026-01-05,-23.5,-46.8,19.4,1.0,77.0,13.45,21.3,5
2026-01-06,-23.5,-46.8,21.6,1.4,69.0,21.61,14.5,5
2026-01-07,-23.5,-46.8,23.0,3.3,72.0,22.15,10.3,5
2026-01-08,-23.5,-46.8,23.4,13.8,72.0,23.52,16.0,5
2026-01-09,-23.5,-46.8,24.7,3.0,72.0,24.52,15.3,5
2026-01-10,-23.5,-46.8,26.7,11.7,59.0,27.67,12.9,5
2026-01-11,-23.5,-46.8,26.8,0.5,61.0,28.0,17.1,5
2026-01-12,-23.5,-46.8,25.9,4.0,62.0,25.24,16.2,5
2026-01-13,-23.5,-46.8,22.7,5.6,76.0,18.01,13.3,5
2026-01-14,-23.5,-46.8,22.1,13.7,81.0,18.97,16.3,5
2026-01-15,-23.5,-46.8,21.7,9.1,84.0,16.87,15.2,5
2026-01-16,-23.5,-46.8,22.0,18.2,84.0,17.24,13.0,5
2026-01-17,-23.5,-46.8,21.9,18.8,84.0,18.57,13.9,5
2026-01-18,-23.5,-46.8,22.1,8.4,83.0,18.3,17.6,5
2026-01-19,-23.5,-46.8,20.2,19.3,89.0,11.58,26.5,5
2026-01-20,-23.5,-46.8,18.0,0.9,80.0,15.92,20.1,5
2026-01-21,-23.5,-46.8,17.2,1.1,83.0,11.82,17.0,5
2026-01-22,-23.5,-46.8,17.8,5.2,84.0,11.02,17.9,5
2026-01-23,-23.5,-46.8,19.3,2.4,84.0,19.66,17.4,5
2026-01-24,-23.5,-46.8,20.3,2.8,84.0,14.12,14.9,5
2026-01-25,-23.5,-46.8,20.9,8.0,85.0,17.55,11.8,5
2026-01-26,-23.5,-46.8,21.3,0.7,83.0,22.88,14.6,5
2026-01-27,-23.5,-46.8,22.3,1.1,81.0,21.73,13.1,5
2026-01-28,-23.5,-46.8,22.4,10.2,78.0,19.85,12.8,5
2026-01-29,-23.5,-46.8,21.6,17.1,84.0,22.34,13.4,5
2026-01-30,-23.5,-46.8,20.4,16.4,87.0,12.87,16.3,5
2026-01-31,-23.5,-46.8,21.8,0.9,82.0,19.54,16.8,5
2026-02-01,-23.5,-46.8,21.7,8.6,86.0,13.56,20.8,5
2026-02-02,-23.5,-46.8,21.0,5.2,89.0,13.41,14.3,5
2026-02-03,-23.5,-46.8,21.6,23.3,88.0,13.67,14.3,5
2026-02-04,-23.5,-46.8,22.0,13.3,88.0,15.53,18.4,5
2026-02-05,-23.5,-46.8,21.9,11.2,86.0,17.62,13.4,5
2026-02-06,-23.5,-46.8,22.6,5.3,83.0,18.6,13.8,5
2026-02-07,-23.5,-46.8,22.4,7.4,87.0,13.56,10.8,5
2026-02-08,-23.5,-46.8,20.9,18.7,87.0,16.3,13.1,5
2026-02-09,-23.5,-46.8,20.0,20.7,92.0,10.48,7.7,5
2026-02-10,-23.5,-46.8,21.2,9.1,87.0,14.21,18.7,5
2026-02-11,-23.5,-46.8,22.3,13.5,82.0,15.88,19.5,5
2026-02-12,-23.5,-46.8,23.9,0.6,79.0,19.93,15.3,5
2026-02-13,-23.5,-46.8,25.1,2.3,72.0,25.0,11.8,5
2026-02-14,-23.5,-46.8,23.3,2.1,81.0,17.96,11.7,5
2026-02-15,-23.5,-46.8,24.0,0.0,75.0,26.23,14.2,5
2026-02-16,-23.5,-46.8,25.1,0.6,69.0,26.34,9.2,5
2026-02-17,-23.5,-46.8,25.4,0.1,67.0,21.42,12.2,5
2026-02-18,-23.5,-46.8,23.4,1.4,81.0,19.64,11.2,5
2026-02-19,-23.5,-46.8,22.9,2.0,83.0,20.28,11.8,5
2026-02-20,-23.5,-46.8,23.6,0.5,78.0,22.92,12.5,5
2026-02-21,-23.5,-46.8,23.1,5.2,81.0,16.59,14.6,5
2026-02-22,-23.5,-46.8,21.9,6.3,84.0,16.91,19.3,5
2026-02-23,-23.5,-46.8,21.5,16.9,88.0,13.08,14.5,5
2026-02-24,-23.5,-46.8,22.5,23.1,85.0,14.29,9.3,5
2026-02-25,-23.5,-46.8,22.7,22.8,87.0,14.62,14.7,5
2026-02-26,-23.5,-46.8,21.3,10.7,90.0,10.21,22.0,5
2026-02-27,-23.5,-46.8,20.0,2.4,85.0,12.81,18.4,5
2026-02-28,-23.5,-46.8,19.2,0.1,79.0,20.74,14.2,5
2026-03-01,-23.5,-46.8,18.8,0.0,76.0,21.61,15.3,5
2026-03-02,-23.5,-46.8,18.8,0.1,79.0,20.99,14.1,5
2026-03-03,-23.5,-46.8,19.9,0.0,78.0,19.81,15.0,5
2026-03-04,-23.5,-46.8,20.6,0.0,76.0,22.73,15.9,5
2026-03-05,-23.5,-46.8,22.5,0.6,73.0,20.69,15.6,5
2026-03-06,-23.5,-46.8,23.2,3.0,78.0,13.49,12.7,5
2026-03-07,-23.5,-46.8,22.1,32.8,88.0,14.63,19.7,5
2026-03-08,-23.5,-46.8,21.6,11.8,85.0,18.57,11.9,5
2026-03-09,-23.5,-46.8,20.1,7.6,91.0,6.46,14.5,5
2026-03-10,-23.5,-46.8,19.3,18.5,94.0,7.29,9.9,5
2026-03-11,-23.5,-46.8,20.0,19.2,94.0,7.16,10.1,5
2026-03-12,-23.5,-46.8,19.7,28.7,94.0,6.96,16.8,5
2026-03-13,-23.5,-46.8,20.3,7.8,86.0,11.07,8.2,5
2026-03-14,-23.5,-46.8,21.1,0.0,79.0,24.85,7.7,5
2026-03-15,-23.5,-46.8,22.9,0.4,76.0,21.38,10.7,5
2026-03-16,-23.5,-46.8,23.3,0.0,72.0,25.37,14.4,5
2026-03-17,-23.5,-46.8,22.9,0.0,77.0,21.83,13.8,5
2026-03-18,-23.5,-46.8,22.4,4.6,83.0,18.29,16.1,5
2026-03-19,-23.5,-46.8,22.1,7.2,86.0,9.13,9.6,5
2026-03-20,-23.5,-46.8,21.4,0.3,82.0,17.46,13.5,5
2026-03-21,-23.5,-46.8,22.4,0.0,79.0,22.43,16.4,5
2026-03-22,-23.5,-46.8,22.6,0.0,72.0,20.02,13.7,5
2026-03-23,-23.5,-46.8,22.8,0.0,67.0,24.45,13.9,5
2026-03-24,-23.5,-46.8,22.9,0.0,70.0,24.06,15.6,5
2026-03-25,-23.5,-46.8,23.3,2.9,71.0,18.97,10.7,5
2026-03-26,-23.5,-46.8,23.8,1.4,73.0,18.88,8.0,5
2026-03-27,-23.5,-46.8,23.6,0.0,73.0,23.34,16.7,5
2026-03-28,-23.5,-46.8,22.9,0.4,72.0,23.31,16.6,5
2026-03-29,-23.5,-46.8,23.4,0.0,70.0,22.41,13.6,5
2026-03-30,-23.5,-46.8,22.1,0.1,72.0,18.37,14.4,5
2026-03-31,-23.5,-46.8,20.5,18.7,78.0,11.26,12.1,5
2026-04-01,-23.5,-46.8,20.1,2.2,86.0,17.02,11.2,5
2026-04-02,-23.5,-46.8,21.4,8.9,84.0,17.14,17.4,5
2026-04-03,-23.5,-46.8,22.6,2.3,77.0,19.5,13.9,5
2026-04-04,-23.5,-46.8,22.6,0.8,80.0,18.91,12.8,5
2026-04-05,-23.5,-46.8,21.9,1.0,81.0,17.93,14.7,5
2026-04-06,-23.5,-46.8,22.5,0.9,80.0,18.38,13.9,5
2026-04-07,-23.5,-46.8,22.4,4.1,83.0,13.61,11.2,5
2026-04-08,-23.5,-46.8,22.1,6.2,80.0,12.19,19.2,5
2026-04-09,-23.5,-46.8,21.1,3.8,83.0,13.82,14.6,5
2026-04-10,-23.5,-46.8,19.0,1.7,80.0,7.24,13.5,5
2026-04-11,-23.5,-46.8,19.2,0.0,75.0,20.66,16.7,5
2026-04-12,-23.5,-46.8,20.4,0.0,73.0,20.33,16.0,5
2026-04-13,-23.5,-46.8,21.3,0.3,72.0,17.62,15.7,5
2026-04-14,-23.5,-46.8,20.7,0.0,72.0,19.79,15.7,5
2026-04-15,-23.5,-46.8,20.7,0.0,69.0,21.22,13.2,5
2026-04-16,-23.5,-46.8,21.7,0.0,69.0,19.9,10.5,5
2026-04-17,-23.5,-46.8,22.8,0.0,63.0,19.7,12.0,5
2026-04-18,-23.5,-46.8,22.8,0.9,67.0,16.4,15.6,5
2026-04-19,-23.5,-46.8,22.4,0.0,67.0,20.82,14.3,5
2026-04-20,-23.5,-46.8,20.6,0.0,68.0,20.96,13.1,5
2026-04-21,-23.5,-46.8,19.9,0.0,69.0,20.48,14.9,5
2026-04-22,-23.5,-46.8,20.7,0.0,69.0,18.49,14.7,5
2026-04-23,-23.5,-46.8,20.9,0.0,72.0,17.41,15.2,5
2026-04-24,-23.5,-46.8,22.4,0.0,65.0,17.61,10.0,5
2026-04-25,-23.5,-46.8,23.1,0.0,61.0,17.53,17.7,5
2026-04-26,-23.5,-46.8,24.1,0.0,60.0,17.52,19.2,5
2026-04-27,-23.5,-46.8,22.1,17.9,76.0,10.41,18.2,5
2026-04-28,-23.5,-46.8,21.8,3.6,83.0,10.37,10.5,5
2026-04-29,-23.5,-46.8,21.6,4.8,84.0,11.08,13.0,5
2026-04-30,-23.5,-46.8,20.9,1.9,80.0,12.99,13.7,5
2026-05-01,-23.5,-46.8,22.0,0.0,78.0,14.2,10.8,5
2026-05-02,-23.5,-46.8,22.4,0.1,70.0,12.3,16.7,5
2026-05-03,-23.5,-46.8,17.7,0.7,79.0,9.02,18.2,5
2026-05-04,-23.5,-46.8,19.6,1.4,76.0,15.78,11.5,5
2026-05-05,-23.5,-46.8,22.4,0.2,67.0,15.74,6.0,5
2026-05-06,-23.5,-46.8,23.7,0.0,61.0,17.47,8.2,5
2026-05-07,-23.5,-46.8,23.4,0.0,56.0,17.35,18.3,5
2026-05-08,-23.5,-46.8,23.8,0.0,56.0,12.1,23.2,5
2026-05-09,-23.5,-46.8,23.2,0.0,63.0,8.81,22.0,5
2026-05-10,-23.5,-46.8,15.1,10.8,89.0,2.46,13.5,5
2026-05-11,-23.5,-46.8,12.9,0.0,79.0,14.87,7.8,5
2026-05-12,-23.5,-46.8,13.8,0.0,77.0,17.73,9.3,5
2026-05-13,-23.5,-46.8,15.5,0.0,74.0,16.19,8.4,5
2026-05-14,-23.5,-46.8,18.0,0.0,74.0,13.19,11.2,5
2026-05-15,-23.5,-46.8,16.7,9.3,93.0,5.3,7.6,5
2026-05-16,-23.5,-46.8,18.1,3.0,86.0,13.52,17.8,5
2026-05-17,-23.5,-46.8,18.2,9.5,92.0,4.23,11.3,5
2026-05-18,-23.5,-46.8,17.4,3.1,91.0,6.29,10.4,5
2026-05-19,-23.5,-46.8,16.4,3.6,90.0,4.24,8.9,5
2026-05-20,-23.5,-46.8,17.2,4.5,87.0,9.72,9.4,5
2026-05-21,-23.5,-46.8,15.2,0.9,89.0,6.67,13.4,5
2026-05-22,-23.5,-46.8,14.6,0.2,89.0,5.99,12.8,5
2026-05-23,-23.5,-46.8,16.6,14.9,92.0,4.77,9.5,5
2026-05-24,-23.5,-46.8,18.0,14.4,91.0,9.14,11.7,5
2026-05-25,-23.5,-46.8,18.0,0.7,85.0,9.57,11.5,5
2026-05-26,-23.5,-46.8,19.7,1.8,85.0,13.84,13.3,5
2026-05-27,-23.5,-46.8,17.9,1.3,88.0,7.04,12.9,5
2026-05-28,-23.5,-46.8,15.0,0.0,84.0,14.99,11.1,5
2026-05-29,-23.5,-46.8,15.8,0.0,84.0,10.6,13.8,5
2026-05-30,-23.5,-46.8,17.4,0.0,83.0,12.02,9.4,5
2026-05-31,-23.5,-46.8,16.6,0.0,84.0,12.65,10.3,5
2026-06-01,-23.5,-46.8,15.3,0.2,85.0,11.77,12.3,5
2026-06-02,-23.5,-46.8,15.1,0.1,83.0,9.89,13.8,5
2026-06-03,-23.5,-46.8,16.7,0.1,81.0,12.85,14.5,5
2026-06-04,-23.5,-46.8,16.8,0.0,80.0,10.9,15.3,5
2026-06-05,-23.5,-46.8,15.6,0.0,79.0,14.14,13.3,5
2026-06-06,-23.5,-46.8,15.4,0.0,76.0,15.04,12.0,5
2026-06-07,-23.5,-46.8,15.2,0.0,73.0,15.16,5.8,5
2026-06-08,-23.5,-46.8,15.4,0.0,73.0,15.12,12.1,5
2026-06-09,-23.5,-46.8,16.0,0.0,70.0,12.38,13.5,5
2026-06-10,-23.5,-46.8,16.5,3.6,76.0,11.86,13.1,5
2026-06-11,-23.5,-46.8,16.1,8.0,90.0,7.65,12.6,5
2026-06-12,-23.5,-46.8,16.6,2.7,87.0,4.7,22.7,5
2026-06-13,-23.5,-46.8,17.5,2.7,87.0,10.29,20.0,5
2026-06-14,-23.5,-46.8,17.9,2.9,88.0,8.35,15.9,5
2026-06-15,-23.5,-46.8,15.7,18.9,93.0,4.31,11.5,5
2026-06-16,-23.5,-46.8,15.0,0.7,90.0,10.97,9.0,5
2026-06-17,-23.5,-46.8,14.3,0.0,83.0,14.5,11.1,5
2026-06-18,-23.5,-46.8,13.2,0.0,80.0,14.83,12.3,5
2026-06-19,-23.5,-46.8,15.4,0.0,75.0,14.71,13.8,5
2026-06-20,-23.5,-46.8,16.8,8.1,80.0,4.91,18.3,5
2026-06-21,-23.5,-46.8,15.1,0.0,79.0,14.62,12.7,5
2026-06-22,-23.5,-46.8,17.0,0.0,69.0,14.71,16.6,5
2026-06-23,-23.5,-46.8,17.0,25.1,88.0,2.54,14.2,5
2026-06-24,-23.5,-46.8,12.9,14.9,92.0,1.4,10.6,5
2026-06-25,-23.5,-46.8,11.8,2.5,93.0,3.25,13.1,5
2026-06-26,-23.5,-46.8,15.4,0.2,90.0,10.99,7.8,5
2026-06-27,-23.5,-46.8,18.3,0.1,85.0,13.7,6.6,5
2026-06-28,-23.5,-46.8,18.6,0.0,79.0,14.27,12.8,5
2026-06-29,-23.5,-46.8,19.4,0.1,77.0,13.89,11.7,5
2026-06-30,-23.5,-46.8,19.5,0.0,75.0,14.31,12.8,5
2026-07-01,-23.5,-46.8,19.6,0.0,71.0,14.29,12.5,5
2026-07-02,-23.5,-46.8,18.6,0.0,76.0,14.4,12.1,5
2026-07-03,-23.5,-46.8,17.4,0.0,80.0,11.4,12.0,5
2026-07-04,-23.5,-46.8,15.3,0.0,88.0,9.53,13.1,5
2026-07-05,-23.5,-46.8,14.7,0.0,86.0,10.68,10.9,5
2026-07-06,-23.5,-46.8,16.7,0.0,78.0,13.42,14.0,5
2026-07-07,-23.5,-46.8,15.3,1.3,84.0,7.66,11.3,5
2026-07-08,-23.5,-46.8,15.6,0.0,77.0,12.89,8.0,5
2026-07-09,-23.5,-46.8,15.6,0.0,74.0,15.13,5.1,5
2026-07-10,-23.5,-46.8,16.3,0.0,71.0,14.99,14.1,5
2026-07-11,-23.5,-46.8,18.0,0.4,72.0,14.76,17.2,5
2026-07-12,-23.5,-46.8,16.5,7.3,84.0,7.98,20.8,5
2026-07-13,-23.5,-46.8,13.0,0.2,76.0,10.5,13.7,5
2026-07-14,-23.5,-46.8,12.6,0.1,80.0,12.51,15.5,5
2026-07-15,-23.5,-46.8,14.4,0.0,73.0,15.7,9.1,5
2026-07-16,-23.5,-46.8,16.3,0.0,64.0,15.84,11.1,5
2026-07-17,-23.5,-46.8,16.8,0.0,55.0,16.14,14.0,5
2026-07-18,-23.5,-46.8,17.3,0.0,53.0,16.16,19.0,5
2025-07-19,-23.5,-46.7,14.7,0.0,66.0,15.84,10.1,5
2025-07-20,-23.5,-46.7,14.6,0.0,74.0,12.64,9.9,5
2025-07-21,-23.5,-46.7,17.4,0.0,71.0,14.88,10.8,5
2025-07-22,-23.5,-46.7,18.6,0.0,66.0,15.38,14.6,5
2025-07-23,-23.5,-46.7,16.7,0.0,65.0,16.56,11.4,5
2025-07-24,-23.5,-46.7,16.2,0.0,78.0,11.29,13.7,5
2025-07-25,-23.5,-46.7,16.2,5.4,82.0,4.58,8.2,5
2025-07-26,-23.5,-46.7,17.9,0.0,68.0,15.66,8.2,5
2025-07-27,-23.5,-46.7,20.0,0.0,56.0,16.92,17.7,5
2025-07-28,-23.5,-46.7,20.0,1.3,65.0,10.48,28.5,5
2025-07-29,-23.5,-46.7,14.3,0.0,60.0,18.46,14.4,5
2025-07-30,-23.5,-46.7,11.7,0.0,68.0,15.88,10.6,5
2025-07-31,-23.5,-46.7,12.9,0.0,71.0,17.55,11.1,5
2025-08-01,-23.5,-46.7,16.3,0.0,66.0,18.04,10.1,5
2025-08-02,-23.5,-46.7,18.6,0.0,51.0,16.16,8.8,5
2025-08-03,-23.5,-46.7,19.1,0.0,42.0,17.0,14.7,5
2025-08-04,-23.5,-46.7,17.4,0.0,55.0,10.66,10.5,5
2025-08-05,-23.5,-46.7,16.0,0.4,78.0,8.19,13.7,5
2025-08-06,-23.5,-46.7,15.6,0.3,78.0,10.98,13.7,5
2025-08-07,-23.5,-46.7,18.1,0.0,64.0,15.66,11.3,5
2025-08-08,-23.5,-46.7,18.0,2.6,72.0,11.92,20.6,5
2025-08-09,-23.5,-46.7,14.2,1.8,71.0,11.68,15.2,5
2025-08-10,-23.5,-46.7,11.4,0.5,77.0,9.55,11.6,5
2025-08-11,-23.5,-46.7,11.6,0.0,77.0,15.85,13.7,5
2025-08-12,-23.5,-46.7,13.7,0.0,72.0,18.19,10.1,5
2025-08-13,-23.5,-46.7,16.8,0.0,56.0,20.07,9.4,5
2025-08-14,-23.5,-46.7,14.8,0.0,67.0,16.37,14.7,5
2025-08-15,-23.5,-46.7,15.0,0.0,73.0,15.33,15.7,5
2025-08-16,-23.5,-46.7,16.7,0.0,75.0,12.84,12.5,5
2025-08-17,-23.5,-46.7,18.3,0.0,72.0,16.19,10.0,5
2025-08-18,-23.5,-46.7,17.1,0.0,75.0,16.81,14.4,5
2025-08-19,-23.5,-46.7,19.2,0.0,66.0,14.17,15.2,5
2025-08-20,-23.5,-46.7,22.9,0.0,47.0,13.38,17.3,5
2025-08-21,-23.5,-46.7,22.8,0.1,57.0,17.28,13.0,5
2025-08-22,-23.5,-46.7,24.1,0.0,51.0,19.57,12.4,5
2025-08-23,-23.5,-46.7,24.9,0.0,35.0,18.52,16.4,5
2025-08-24,-23.5,-46.7,18.2,0.0,71.0,13.31,14.9,5
2025-08-25,-23.5,-46.7,18.6,0.0,74.0,15.8,13.8,5
2025-08-26,-23.5,-46.7,17.1,2.1,79.0,10.25,12.7,5
2025-08-27,-23.5,-46.7,17.1,4.0,87.0,13.49,11.4,5
2025-08-28,-23.5,-46.7,17.6,0.4,83.0,16.6,15.0,5
2025-08-29,-23.5,-46.7,16.7,11.3,86.0,7.95,12.4,5
2025-08-30,-23.5,-46.7,17.3,0.4,82.0,17.38,13.6,5
2025-08-31,-23.5,-46.7,17.4,0.0,80.0,18.04,14.0,5
2025-09-01,-23.5,-46.7,18.8,0.0,79.0,17.45,14.9,5
2025-09-02,-23.5,-46.7,19.8,0.2,73.0,18.96,14.0,5
2025-09-03,-23.5,-46.7,20.4,0.0,64.0,21.43,12.8,5
2025-09-04,-23.5,-46.7,21.0,0.0,56.0,19.36,9.9,5
2025-09-05,-23.5,-46.7,20.0,0.0,64.0,18.21,14.6,5
2025-09-06,-23.5,-46.7,16.4,0.2,80.0,10.42,14.9,5
2025-09-07,-23.5,-46.7,17.2,0.0,80.0,11.26,13.9,5
2025-09-08,-23.5,-46.7,21.6,0.0,68.0,17.83,11.7,5
2025-09-09,-23.5,-46.7,22.6,0.0,51.0,13.54,28.2,5
2025-09-10,-23.5,-46.7,18.9,0.0,67.0,23.18,10.8,5
2025-09-11,-23.5,-46.7,19.9,0.0,60.0,23.91,10.9,5
2025-09-12,-23.5,-46.7,17.1,0.0,68.0,16.86,14.7,5
2025-09-13,-23.5,-46.7,16.4,0.0,72.0,14.6,16.3,5
2025-09-14,-23.5,-46.7,17.5,0.0,73.0,20.15,15.6,5
2025-09-15,-23.5,-46.7,19.2,0.0,73.0,21.77,13.8,5
2025-09-16,-23.5,-46.7,19.9,0.4,72.0,10.2,17.7,5
2025-09-17,-23.5,-46.7,18.6,0.0,71.0,20.06,17.2,5
2025-09-18,-23.5,-46.7,18.4,0.0,71.0,21.57,13.3,5
2025-09-19,-23.5,-46.7,22.1,0.0,63.0,18.51,13.0,5
2025-09-20,-23.5,-46.7,25.2,0.0,50.0,22.33,15.7,5
2025-09-21,-23.5,-46.7,26.3,0.3,48.0,19.23,24.3,5
2025-09-22,-23.5,-46.7,21.3,7.7,79.0,3.43,26.2,5
2025-09-23,-23.5,-46.7,16.0,2.7,82.0,13.13,15.3,5
2025-09-24,-23.5,-46.7,15.5,0.6,85.0,8.57,17.6,5
2025-09-25,-23.5,-46.7,14.5,0.1,82.0,7.97,18.2,5
2025-09-26,-23.5,-46.7,14.3,0.2,77.0,18.27,17.4,5
2025-09-27,-23.5,-46.7,16.0,0.0,70.0,24.5,12.0,5
2025-09-28,-23.5,-46.7,19.8,0.0,61.0,19.88,11.2,5
2025-09-29,-23.5,-46.7,22.5,0.0,57.0,24.91,10.7,5
2025-09-30,-23.5,-46.7,24.5,0.0,51.0,24.25,14.2,5
2025-10-01,-23.5,-46.7,21.1,0.5,70.0,16.83,13.7,5
2025-10-02,-23.5,-46.7,20.0,0.4,75.0,12.14,13.5,5
2025-10-03,-23.5,-46.7,21.2,7.4,75.0,16.91,11.6,5
2025-10-04,-23.5,-46.7,19.9,5.9,79.0,9.64,10.4,5
2025-10-05,-23.5,-46.7,24.2,0.0,54.0,25.92,10.7,5
2025-10-06,-23.5,-46.7,26.8,0.0,42.0,21.93,13.8,5
2025-10-07,-23.5,-46.7,18.8,0.6,81.0,11.39,22.4,5
2025-10-08,-23.5,-46.7,15.4,9.0,83.0,7.79,19.0,5
2025-10-09,-23.5,-46.7,16.4,2.5,79.0,10.79,16.8,5
2025-10-10,-23.5,-46.7,17.1,21.6,88.0,7.91,12.1,5
2025-10-11,-23.5,-46.7,18.7,4.7,85.0,17.36,9.5,5
2025-10-12,-23.5,-46.7,21.5,2.9,73.0,18.79,14.5,5
2025-10-13,-23.5,-46.7,20.3,5.2,81.0,9.58,20.7,5
2025-10-14,-23.5,-46.7,19.9,0.1,82.0,20.29,16.3,5
2025-10-15,-23.5,-46.7,18.3,0.1,81.0,18.7,13.2,5
2025-10-16,-23.5,-46.7,21.1,0.0,76.0,23.43,14.5,5
2025-10-17,-23.5,-46.7,24.5,11.5,61.0,22.98,7.7,5
2025-10-18,-23.5,-46.7,19.6,22.7,90.0,6.8,24.3,5
2025-10-19,-23.5,-46.7,13.8,2.2,84.0,13.37,20.2,5
2025-10-20,-23.5,-46.7,13.3,0.1,76.0,21.53,18.7,5
2025-10-21,-23.5,-46.7,14.2,0.0,72.0,28.05,16.7,5
2025-10-22,-23.5,-46.7,15.4,0.0,71.0,28.98,15.4,5
2025-10-23,-23.5,-46.7,16.9,0.0,66.0,29.71,14.3,5
2025-10-24,-23.5,-46.7,19.2,0.0,60.0,28.69,12.7,5
2025-10-25,-23.5,-46.7,22.4,0.0,51.0,27.11,11.9,5
2025-10-26,-23.5,-46.7,24.3,0.0,48.0,23.45,12.0,5
2025-10-27,-23.5,-46.7,20.1,2.6,76.0,6.26,7.3,5
2025-10-28,-23.5,-46.7,20.0,4.9,85.0,5.32,8.3,5
2025-10-29,-23.5,-46.7,20.5,10.9,85.0,15.31,19.6,5
2025-10-30,-23.5,-46.7,16.6,4.6,85.0,9.03,12.3,5
2025-10-31,-23.5,-46.7,17.3,17.7,89.0,9.34,12.3,5
2025-11-01,-23.5,-46.7,20.9,0.7,80.0,20.34,10.9,5
2025-11-02,-23.5,-46.7,18.9,26.9,93.0,5.1,17.8,5
2025-11-03,-23.5,-46.7,20.3,9.0,84.0,16.35,16.5,5
2025-11-04,-23.5,-46.7,21.2,3.1,84.0,18.54,11.5,5
2025-11-05,-23.5,-46.7,22.7,3.4,80.0,16.57,18.5,5
2025-11-06,-23.5,-46.7,18.0,1.6,79.0,12.64,15.6,5
2025-11-07,-23.5,-46.7,20.0,0.5,73.0,23.18,12.2,5
2025-11-08,-23.5,-46.7,21.0,9.2,81.0,11.63,25.1,5
2025-11-09,-23.5,-46.7,16.7,0.5,76.0,16.3,15.5,5
2025-11-10,-23.5,-46.7,16.4,0.0,70.0,26.98,15.3,5
2025-11-11,-23.5,-46.7,18.0,0.0,67.0,29.49,14.3,5
2025-11-12,-23.5,-46.7,21.9,0.0,60.0,29.16,14.6,5
2025-11-13,-23.5,-46.7,22.3,0.7,63.0,14.03,11.9,5
2025-11-14,-23.5,-46.7,19.2,10.8,76.0,15.84,12.6,5
2025-11-15,-23.5,-46.7,20.6,0.0,71.0,16.75,12.6,5
2025-11-16,-23.5,-46.7,21.3,11.6,82.0,10.69,14.9,5
2025-11-17,-23.5,-46.7,21.8,26.4,85.0,11.88,14.3,5
2025-11-18,-23.5,-46.7,20.6,11.4,84.0,11.75,25.0,5
2025-11-19,-23.5,-46.7,18.8,0.0,69.0,25.64,15.4,5
2025-11-20,-23.5,-46.7,17.8,0.0,73.0,26.95,15.7,5
